id,dt,income,details,other,db
1a5f8e4e-d79d-11ec-a1bd-7ec7e3559253,2017-06-22,250.0,"Eforie Nord,Teofic",Biziru,income
1a5f8e6c-d79d-11ec-a1bd-7ec7e3559253,2017-06-22,100.0,Trasare Nicu Baditeanu,Biziru,income
1a5f8e80-d79d-11ec-a1bd-7ec7e3559253,2017-06-22,300.0,Banu Mihalcea 82,Mami,income
1a5f8e9e-d79d-11ec-a1bd-7ec7e3559253,2017-06-23,200.0,"Bicoci,Vascului 4B",Biziru,income
1a5f8eb2-d79d-11ec-a1bd-7ec7e3559253,2017-06-23,150.0,Tuzla releveu,Biziru,income
1a5f8ec6-d79d-11ec-a1bd-7ec7e3559253,2017-06-24,200.0,Trasare Agigea arabil,Biziru,income
1a5f8ee4-d79d-11ec-a1bd-7ec7e3559253,2017-06-24,150.0,Chiliei 68 releveu,Biziru,income
1a5f8ef8-d79d-11ec-a1bd-7ec7e3559253,2017-06-27,200.0,Mamaia Chioscuri,Ionescu,income
1a5f8f16-d79d-11ec-a1bd-7ec7e3559253,2017-06-27,200.0,Bloc Q scara G plan gaze,Ionescu,income
1a5f8f2a-d79d-11ec-a1bd-7ec7e3559253,2017-06-28,150.0,Releveu Lazu Malinului 7,Biziru,income
1a5f8f3e-d79d-11ec-a1bd-7ec7e3559253,2017-06-28,150.0,Mihaela Pusnava Palazu Mare plan,Biziru,income
1a5f8f5c-d79d-11ec-a1bd-7ec7e3559253,2017-06-29,200.0,Trasare Techirghiol casa,Ionescu,income
1a5f8f70-d79d-11ec-a1bd-7ec7e3559253,2017-06-29,250.0,Camara cu merinde,Biziru,income
1a5f8f8e-d79d-11ec-a1bd-7ec7e3559253,2017-06-30,250.0,Trasare Nicu axe,Biziru,income
1a5f8fa2-d79d-11ec-a1bd-7ec7e3559253,2017-07-06,250.0,Plan cotat Aurel Vlaicu,Biziru,income
1a5f8fc0-d79d-11ec-a1bd-7ec7e3559253,2017-07-10,200.0,Dobrogei 41B,Ionescu,income
1a5f8fd4-d79d-11ec-a1bd-7ec7e3559253,2017-07-11,150.0,Rest antena 2 Mai,Ionescu,income
1a5f8fe8-d79d-11ec-a1bd-7ec7e3559253,2017-07-11,200.0,"Plan Str M1,Hanu Piratilor",Ionescu,income
1a5f9006-d79d-11ec-a1bd-7ec7e3559253,2017-07-12,400.0,Drum Adamclisi,Alin,income
1a5f901a-d79d-11ec-a1bd-7ec7e3559253,2017-07-12,100.0,"Aleea Arges 1,Bloc V3,Ap 20",Mami,income
1a5f9038-d79d-11ec-a1bd-7ec7e3559253,2017-07-13,200.0,Plan gaze Mircea Balan,Biziru,income
1a5f904c-d79d-11ec-a1bd-7ec7e3559253,2017-07-13,200.0,Garofitei gaz,Ionescu,income
1a5f906a-d79d-11ec-a1bd-7ec7e3559253,2017-07-14,400.0,2 Mai pensiune,Ionescu,income
1a5f907e-d79d-11ec-a1bd-7ec7e3559253,2017-07-15,500.0,Avans blocuri Soveja-Biruintei,Ionescu,income
1a5f9092-d79d-11ec-a1bd-7ec7e3559253,2017-07-16,150.0,Plan Energia,Biziru,income
1a5f90b0-d79d-11ec-a1bd-7ec7e3559253,2017-07-18,250.0,"Tuzla,Str Stefan cel Mare 5",Biziru,income
1a5f90c4-d79d-11ec-a1bd-7ec7e3559253,2017-07-18,250.0,"Tuzla,Mecanizarii 3",Biziru,income
1a5f90e2-d79d-11ec-a1bd-7ec7e3559253,2017-07-20,200.0,"Bloc B1,Tomis",Ionescu,income
1a5f90f6-d79d-11ec-a1bd-7ec7e3559253,2017-07-20,50.0,Completare Kirculescu,Ionescu,income
1a5f910a-d79d-11ec-a1bd-7ec7e3559253,2017-07-24,250.0,Biruintei 67,Biziru,income
1a5f9128-d79d-11ec-a1bd-7ec7e3559253,2017-07-27,50.0,Bloc gaze,Ionescu,income
1a5f913c-d79d-11ec-a1bd-7ec7e3559253,2017-07-27,400.0,Blocuri Soveja-Biruintei,Ionescu,income
1a5f915a-d79d-11ec-a1bd-7ec7e3559253,2017-07-27,200.0,"Independentei 18,Eforie Sud",Ionescu,income
1a5f916e-d79d-11ec-a1bd-7ec7e3559253,2017-07-27,250.0,"Trasare Valea portului,Fundatura 1 Mai",Biziru,income
1a5f918c-d79d-11ec-a1bd-7ec7e3559253,2017-07-29,200.0,Dumbrava Rosie 39,Ionescu,income
1a5f91a0-d79d-11ec-a1bd-7ec7e3559253,2017-07-29,200.0,Bloc AL3 balcon Lapusneanu,Ionescu,income
1a5f91be-d79d-11ec-a1bd-7ec7e3559253,2017-07-29,200.0,Bloc L balcon Navodari,Ionescu,income
1a5f91d2-d79d-11ec-a1bd-7ec7e3559253,2017-07-30,200.0,Eforie Sud Str Atlas,Ionescu,income
1a5f91e6-d79d-11ec-a1bd-7ec7e3559253,2017-08-02,200.0,"Cumpana, Str Berzei 28",Ionescu,income
1a5f9204-d79d-11ec-a1bd-7ec7e3559253,2017-08-02,200.0,Trasare Cumpana,Biziru,income
1a5f9218-d79d-11ec-a1bd-7ec7e3559253,2017-08-02,250.0,Trasare Ivanciu Corina,Alin,income
1a5f9236-d79d-11ec-a1bd-7ec7e3559253,2017-08-07,400.0,Trasare Tatiana,Alin,income
1a5f924a-d79d-11ec-a1bd-7ec7e3559253,2017-08-07,200.0,"Tulcei,gaze,bloc S2",Ionescu,income
1a5f9268-d79d-11ec-a1bd-7ec7e3559253,2017-08-09,300.0,"2 Mai,pensiune faleza",Ionescu,income
1a5f927c-d79d-11ec-a1bd-7ec7e3559253,2017-08-09,250.0,Trasare Ovidiu,Biziru,income
1a5f929a-d79d-11ec-a1bd-7ec7e3559253,2017-08-10,150.0,Trasare Energia,Biziru,income
1a5f92ae-d79d-11ec-a1bd-7ec7e3559253,2017-08-10,450.0,Plan Ovidiu SIT,Biziru,income
1a5f92c2-d79d-11ec-a1bd-7ec7e3559253,2017-08-11,150.0,Str Paul Constantinescu 9,Biziru,income
1a5f92e0-d79d-11ec-a1bd-7ec7e3559253,2017-08-11,150.0,Trasare Alex tractor,Biziru,income
1a5f92f4-d79d-11ec-a1bd-7ec7e3559253,2017-08-12,200.0,Ancorei 3,Ionescu,income
1a5f9312-d79d-11ec-a1bd-7ec7e3559253,2017-08-17,200.0,Trasare Costinesti,Alin,income
1a5f9326-d79d-11ec-a1bd-7ec7e3559253,2017-08-19,350.0,Capidava 300mp,Ionescu,income
1a5f9344-d79d-11ec-a1bd-7ec7e3559253,2017-08-21,200.0,Trasare axe prelungire 1 mai,Alin,income
1a5f9358-d79d-11ec-a1bd-7ec7e3559253,2017-08-22,200.0,Trasare Agigea 300mp,Biziru,income
1a5f9376-d79d-11ec-a1bd-7ec7e3559253,2017-08-24,100.0,Tomis Plus Bloc,Bogdan,income
1a5f938a-d79d-11ec-a1bd-7ec7e3559253,2017-08-28,200.0,Primo teren tenis,Ionescu,income
1a5f939e-d79d-11ec-a1bd-7ec7e3559253,2017-08-31,100.0,Plantelor 23A,Bogdan,income
1a5f93bc-d79d-11ec-a1bd-7ec7e3559253,2017-09-06,250.0,Trasare Cibotaru Constantin,Alin,income
1a5f93d0-d79d-11ec-a1bd-7ec7e3559253,2017-09-07,250.0,Blocuri,Bogdan,income
1a5f93ee-d79d-11ec-a1bd-7ec7e3559253,2017-09-08,100.0,Str Izvor releveu punct termic,Biziru,income
1a5f9402-d79d-11ec-a1bd-7ec7e3559253,2017-09-10,200.0,Blocuri FZ28 si BL12,Bogdan,income
1a5f9420-d79d-11ec-a1bd-7ec7e3559253,2017-09-11,250.0,Trasare Ovidiu,Biziru,income
1a5f9434-d79d-11ec-a1bd-7ec7e3559253,2017-09-11,200.0,Trasare Tasaul Navodari,Biziru,income
1a5f9448-d79d-11ec-a1bd-7ec7e3559253,2017-09-11,150.0,Decebal 4,Biziru,income
1a5f9466-d79d-11ec-a1bd-7ec7e3559253,2017-09-12,150.0,Pripisi M9,Biziru,income
1a5f947a-d79d-11ec-a1bd-7ec7e3559253,2017-09-12,200.0,Theodor Sperantia 46,Ionescu,income
1a5f9498-d79d-11ec-a1bd-7ec7e3559253,2017-09-13,100.0,Casa Bratianu,Bogdan,income
1a5f94ac-d79d-11ec-a1bd-7ec7e3559253,2017-09-13,100.0,Bloc Traian,Bogdan,income
1a5f94c0-d79d-11ec-a1bd-7ec7e3559253,2017-09-13,100.0,Ap Tomis 3,Mami,income
1a5f94de-d79d-11ec-a1bd-7ec7e3559253,2017-09-25,100.0,Cumpana,Bogdan,income
1a5f94f2-d79d-11ec-a1bd-7ec7e3559253,2017-09-26,200.0,Str Gorova,Ionescu,income
1a5f9510-d79d-11ec-a1bd-7ec7e3559253,2017-09-26,200.0,"Palazu Mare,Str Viilor",Ionescu,income
1a5f9524-d79d-11ec-a1bd-7ec7e3559253,2017-09-26,200.0,Str Retezat 20,Ionescu,income
1a5f9542-d79d-11ec-a1bd-7ec7e3559253,2017-09-29,350.0,Plan Cotat,Biziru,income
1a5f9556-d79d-11ec-a1bd-7ec7e3559253,2017-09-29,200.0,Trasare Unirii-Soveja Nicu Baditeanu,Biziru,income
1a5f956a-d79d-11ec-a1bd-7ec7e3559253,2017-09-29,150.0,Str 8 Martie nr 10,Biziru,income
1a5f9588-d79d-11ec-a1bd-7ec7e3559253,2017-09-29,150.0,Florilor 10,Biziru,income
1a5f959c-d79d-11ec-a1bd-7ec7e3559253,2017-09-30,200.0,"Navodari,Nicu Baditeanu T8",Biziru,income
1a5f95ba-d79d-11ec-a1bd-7ec7e3559253,2017-09-30,200.0,Trasare Nicoara Techirghiol,Biziru,income
1a5f95ce-d79d-11ec-a1bd-7ec7e3559253,2017-09-30,50.0,Garsoniera Dionisie,Mami,income
1a5f95ec-d79d-11ec-a1bd-7ec7e3559253,2017-10-02,250.0,Trasare Lazu casa+teren,Alin,income
1a5f9600-d79d-11ec-a1bd-7ec7e3559253,2017-10-04,400.0,Cvartal CET,Biziru,income
1a5f9614-d79d-11ec-a1bd-7ec7e3559253,2017-10-04,200.0,Cornea Lucian km5 releveu,Biziru,income
1a5f9632-d79d-11ec-a1bd-7ec7e3559253,2017-10-07,200.0,Valu casa,Mami,income
1a5f9646-d79d-11ec-a1bd-7ec7e3559253,2017-10-09,200.0,"Razoare 3,Constanta",Ionescu,income
1a5f9664-d79d-11ec-a1bd-7ec7e3559253,2017-10-09,200.0,Gorova completare,Ionescu,income
1a5f9678-d79d-11ec-a1bd-7ec7e3559253,2017-10-09,200.0,Intrarea Viilor,Ionescu,income
1a5f9696-d79d-11ec-a1bd-7ec7e3559253,2017-10-12,250.0,"Tuzla,Televiziunii 38",Biziru,income
1a5f96aa-d79d-11ec-a1bd-7ec7e3559253,2017-10-12,250.0,Ana Ipatescu 57,Biziru,income
1a5f96c8-d79d-11ec-a1bd-7ec7e3559253,2017-10-12,50.0,Gradinite cote,Biziru,income
1a5f96dc-d79d-11ec-a1bd-7ec7e3559253,2017-10-13,400.0,Ferme,Biziru,income
1a5f96f0-d79d-11ec-a1bd-7ec7e3559253,2017-10-14,200.0,"Agigea,Ion Creanga 11",Biziru,income
1a5f970e-d79d-11ec-a1bd-7ec7e3559253,2017-10-17,150.0,"Releveu Palazu,Victor Climescu 16",Biziru,income
1a5f9722-d79d-11ec-a1bd-7ec7e3559253,2017-10-17,200.0,Orizontului 52,Ionescu,income
1a5f9740-d79d-11ec-a1bd-7ec7e3559253,2017-10-18,100.0,Trasare Soseaua din vii 64,Biziru,income
1a5f9754-d79d-11ec-a1bd-7ec7e3559253,2017-10-18,100.0,Trasare Nicu Unirii,Biziru,income
1a5f9772-d79d-11ec-a1bd-7ec7e3559253,2017-10-19,100.0,Navodari Blocuri D14 cote,Biziru,income
1a5f9786-d79d-11ec-a1bd-7ec7e3559253,2017-10-19,200.0,"Ap L54,Ap 1,Lapusneanu",Mami,income
1a5f979a-d79d-11ec-a1bd-7ec7e3559253,2017-10-21,200.0,"Tuzla,Biruintei 1C",Biziru,income
1a5f97b8-d79d-11ec-a1bd-7ec7e3559253,2017-10-21,100.0,Trasare Fundatura 1 Mai,Biziru,income
1a5f97cc-d79d-11ec-a1bd-7ec7e3559253,2017-10-21,150.0,Hotel Aurora parcare,Ionescu,income
1a5f97ea-d79d-11ec-a1bd-7ec7e3559253,2017-10-21,200.0,Titus Cergau,Ionescu,income
1a5f97fe-d79d-11ec-a1bd-7ec7e3559253,2017-10-21,200.0,Garaje Tomis Nord,Ionescu,income
1a5f9812-d79d-11ec-a1bd-7ec7e3559253,2017-10-23,200.0,Hotel Doina,Bogdan,income
1a5f9830-d79d-11ec-a1bd-7ec7e3559253,2017-10-23,100.0,Limanului,Bogdan,income
1a5f9844-d79d-11ec-a1bd-7ec7e3559253,2017-10-23,100.0,"Ap Ciresica,1B,Sc D,ap 148",Mami,income
1a5f9862-d79d-11ec-a1bd-7ec7e3559253,2017-10-24,150.0,Trasare Ovidiu A109860,Biziru,income
1a5f9876-d79d-11ec-a1bd-7ec7e3559253,2017-10-25,150.0,Trasare Baba Novac Pripisi,Biziru,income
1a5f9894-d79d-11ec-a1bd-7ec7e3559253,2017-10-25,150.0,Mugurului 74,Biziru,income
1a5f98a8-d79d-11ec-a1bd-7ec7e3559253,2017-10-27,150.0,Trasare Nicu Unirii,Biziru,income
1a5f98c6-d79d-11ec-a1bd-7ec7e3559253,2017-10-27,100.0,Romana 39,Bogdan,income
1a5f98da-d79d-11ec-a1bd-7ec7e3559253,2017-10-31,300.0,Rodica 34,Mami,income
1a5f98ee-d79d-11ec-a1bd-7ec7e3559253,2017-11-01,100.0,Aleea Viitorului Bloc 4A,Mami,income
1a5f990c-d79d-11ec-a1bd-7ec7e3559253,2017-11-01,100.0,"23 August 9,Constanta",Bogdan,income
1a5f9920-d79d-11ec-a1bd-7ec7e3559253,2017-11-02,150.0,Bianca Balcon,Alin,income
1a5f993e-d79d-11ec-a1bd-7ec7e3559253,2017-11-03,200.0,Gheorghe Marinescu 39,Ionescu,income
1a5f9952-d79d-11ec-a1bd-7ec7e3559253,2017-11-07,100.0,Trasare Energia,Biziru,income
1a5f9970-d79d-11ec-a1bd-7ec7e3559253,2017-11-07,150.0,Trasare Ovidiu,Biziru,income
1a5f9984-d79d-11ec-a1bd-7ec7e3559253,2017-11-07,150.0,Trasare Tasaul,Biziru,income
1a5f9998-d79d-11ec-a1bd-7ec7e3559253,2017-11-08,200.0,Poarta Alba Monument,Ionescu,income
1a5f99b6-d79d-11ec-a1bd-7ec7e3559253,2017-11-08,100.0,Aleea Lunii 6,Ionescu,income
1a5f99ca-d79d-11ec-a1bd-7ec7e3559253,2017-11-08,200.0,"Alsacian,Lazu",Ionescu,income
1a5f99e8-d79d-11ec-a1bd-7ec7e3559253,2017-11-11,200.0,"Crisana,Bloc K,gaze",Ionescu,income
1a5f99fc-d79d-11ec-a1bd-7ec7e3559253,2017-11-13,250.0,"Traian,Interioara 2",Biziru,income
1a5f9a1a-d79d-11ec-a1bd-7ec7e3559253,2017-11-13,75.0,Langa Triton,Biziru,income
1a5f9a2e-d79d-11ec-a1bd-7ec7e3559253,2017-11-13,100.0,Cumpana baraci camp,Biziru,income
1a5f9a42-d79d-11ec-a1bd-7ec7e3559253,2017-11-14,100.0,"Tomis 332,Bloc M1,Sc C,Et 2,Ap 49",Mami,income
1a5f9a60-d79d-11ec-a1bd-7ec7e3559253,2017-11-17,100.0,Hagieni,Bogdan,income
1a5f9ad8-d79d-11ec-a1bd-7ec7e3559253,2017-11-17,200.0,"Bloc S2,Sc B si D,ap 24 si 61",Mami,income
1a5f9aec-d79d-11ec-a1bd-7ec7e3559253,2017-11-18,0.0,"Str Bucuresti-Avram Iancu, Bloc gaze",Ionescu,income
1a5f9b0a-d79d-11ec-a1bd-7ec7e3559253,2017-11-21,250.0,Industriala,Biziru,income
1a5f9b1e-d79d-11ec-a1bd-7ec7e3559253,2017-11-21,100.0,Parcare Tomis Plus,Biziru,income
1a5f9b3c-d79d-11ec-a1bd-7ec7e3559253,2017-11-21,150.0,Trasare Costinesti Rosescu,Biziru,income
1a5f9b50-d79d-11ec-a1bd-7ec7e3559253,2017-11-21,200.0,Aleea Lunii 4,Ionescu,income
1a5f9b6e-d79d-11ec-a1bd-7ec7e3559253,2017-11-22,250.0,Timisana 30,Ionescu,income
1a5f9b82-d79d-11ec-a1bd-7ec7e3559253,2017-11-23,200.0,Trasare Techirghiol,Ionescu,income
1a5f9b96-d79d-11ec-a1bd-7ec7e3559253,2017-11-23,150.0,Releveu Tuzla,Biziru,income
1a5f9bb4-d79d-11ec-a1bd-7ec7e3559253,2017-11-24,100.0,"Orhideei,gaz",Bogdan,income
1a5f9bc8-d79d-11ec-a1bd-7ec7e3559253,2017-11-24,200.0,Oltului 32,Ionescu,income
1a5f9be6-d79d-11ec-a1bd-7ec7e3559253,2017-11-27,200.0,Trasare Eforie Nord,Biziru,income
1a5f9bfa-d79d-11ec-a1bd-7ec7e3559253,2017-11-27,100.0,"Bloc L14Bis,Sc A,Et 4,Ap 20",Mami,income
1a5f9c18-d79d-11ec-a1bd-7ec7e3559253,2017-11-29,0.0,Cibinului-Oborului plan,Ionescu,income
1a5f9c2c-d79d-11ec-a1bd-7ec7e3559253,2017-11-29,200.0,Giratoriu Scoica Land,Biziru,income
1a5f9c40-d79d-11ec-a1bd-7ec7e3559253,2017-12-04,100.0,"Violetelor 9,Casa de cultura,ap",Mami,income
1a5f9c5e-d79d-11ec-a1bd-7ec7e3559253,2017-12-05,50.0,Puncte Trocadero si Nicolae Iorga,Biziru,income
1a5f9c72-d79d-11ec-a1bd-7ec7e3559253,2017-12-05,200.0,Medgidia cote in curte,Biziru,income
1a5f9c90-d79d-11ec-a1bd-7ec7e3559253,2017-12-06,200.0,"Banu Mihalcea 39,Constanta",Ionescu,income
1a5f9ca4-d79d-11ec-a1bd-7ec7e3559253,2017-12-06,200.0,Romeo Popescu,Ionescu,income
1a5f9cc2-d79d-11ec-a1bd-7ec7e3559253,2017-12-08,100.0,Hala industriala,Bogdan,income
1a5f9cd6-d79d-11ec-a1bd-7ec7e3559253,2017-12-12,200.0,"Guci,Palazu Mare",Ionescu,income
1a5f9cea-d79d-11ec-a1bd-7ec7e3559253,2017-12-12,200.0,"Toparceanu,Palazu Mare",Ionescu,income
1a5f9d08-d79d-11ec-a1bd-7ec7e3559253,2017-12-12,120.0,"Ferdinand 112,Bloc R2,Sc A,Et 2,Ap 7",Mami,income
1a5f9d1c-d79d-11ec-a1bd-7ec7e3559253,2017-12-13,250.0,Nuntasi Progresului 36,Ionescu,income
1a5f9d3a-d79d-11ec-a1bd-7ec7e3559253,2017-12-14,200.0,Eforie Sud parcare,Biziru,income
1a5f9d4e-d79d-11ec-a1bd-7ec7e3559253,2017-12-15,200.0,Soveja-Unirii Plan cotat,Biziru,income
1a5f9d62-d79d-11ec-a1bd-7ec7e3559253,2017-12-15,250.0,RAR plan cotat,Biziru,income
1a5f9d80-d79d-11ec-a1bd-7ec7e3559253,2017-12-19,150.0,Marco,Biziru,income
1a5f9d94-d79d-11ec-a1bd-7ec7e3559253,2017-12-21,300.0,Plopilor 16,Coca,income
1a5f9db2-d79d-11ec-a1bd-7ec7e3559253,2017-12-21,100.0,Ap Cismelei,Mami,income
1a5f9dc6-d79d-11ec-a1bd-7ec7e3559253,2017-12-21,150.0,Poporului plan cotat,Biziru,income
1a5f9dda-d79d-11ec-a1bd-7ec7e3559253,2017-12-29,200.0,Locomotivei,Ionescu,income
1a5f9df8-d79d-11ec-a1bd-7ec7e3559253,2018-01-05,100.0,"Dacia,Ap 19",Mami,income
1a5f9e0c-d79d-11ec-a1bd-7ec7e3559253,2018-01-09,150.0,Compozitorilor,Biziru,income
1a5f9e2a-d79d-11ec-a1bd-7ec7e3559253,2018-01-09,200.0,Gaz poarta 6,Ionescu,income
1a5f9e3e-d79d-11ec-a1bd-7ec7e3559253,2018-01-10,150.0,Smardan 12,Biziru,income
1a5f9e5c-d79d-11ec-a1bd-7ec7e3559253,2018-01-10,150.0,"Navodari,Tasaul",Biziru,income
1a5f9e70-d79d-11ec-a1bd-7ec7e3559253,2018-01-11,67.0,Donat sange,Alin,income
1a5f9ea2-d79d-11ec-a1bd-7ec7e3559253,2018-01-11,200.0,Tech Trs,Ionescu,income
1a5f9ec0-d79d-11ec-a1bd-7ec7e3559253,2018-01-12,100.0,Dorobantu 43,Bogdan,income
1a5f9ede-d79d-11ec-a1bd-7ec7e3559253,2018-01-12,200.0,Trasare casa Techirghiol,Ionescu,income
1a5f9ef2-d79d-11ec-a1bd-7ec7e3559253,2018-01-12,200.0,Pt carnet teren Palazu Mare,Ionescu,income
1a5f9f10-d79d-11ec-a1bd-7ec7e3559253,2018-01-17,100.0,Popa Farcas 27A,Bogdan,income
1a5f9f24-d79d-11ec-a1bd-7ec7e3559253,2018-01-17,200.0,Gh Lazar,Ionescu,income
1a5f9f38-d79d-11ec-a1bd-7ec7e3559253,2018-01-19,200.0,Th Sperantia 36,Ionescu,income
1a5f9f56-d79d-11ec-a1bd-7ec7e3559253,2018-01-27,200.0,Gh Sasu 39,Ionescu,income
1a5f9f6a-d79d-11ec-a1bd-7ec7e3559253,2018-01-30,100.0,Tudor Vladimirescu 3A,Bogdan,income
1a5f9f88-d79d-11ec-a1bd-7ec7e3559253,2018-01-30,150.0,Plaja Toma,Biziru,income
1a5f9f9c-d79d-11ec-a1bd-7ec7e3559253,2018-01-30,150.0,Blocuri Aurel Vlaicu PC,Biziru,income
1a5f9fb0-d79d-11ec-a1bd-7ec7e3559253,2018-01-30,200.0,Vama Veche,Biziru,income
1a5f9fce-d79d-11ec-a1bd-7ec7e3559253,2018-02-01,300.0,Mereni,Coca,income
1a5f9fe2-d79d-11ec-a1bd-7ec7e3559253,2018-02-01,300.0,Cumpana,Mami,income
1a5fa000-d79d-11ec-a1bd-7ec7e3559253,2018-02-03,200.0,"Ionel Teodoreanu,Palazu Mare",Ionescu,income
1a5fa014-d79d-11ec-a1bd-7ec7e3559253,2018-02-03,150.0,"Ciprian Porumbescu,Lumina",Ionescu,income
1a5fa028-d79d-11ec-a1bd-7ec7e3559253,2018-02-03,100.0,Kogalniceanu 2 loturi teren gol,Bogdan,income
1a5fa046-d79d-11ec-a1bd-7ec7e3559253,2018-02-03,300.0,"Nichita Stanescu,Murfatlar",Biziru,income
1a5fa05a-d79d-11ec-a1bd-7ec7e3559253,2018-02-06,200.0,Medgidia releveu,Biziru,income
1a5fa078-d79d-11ec-a1bd-7ec7e3559253,2018-02-06,150.0,Energia Filip,Biziru,income
1a5fa08c-d79d-11ec-a1bd-7ec7e3559253,2018-02-07,200.0,Bogata trasare teren gol,Ionescu,income
1a5fa0aa-d79d-11ec-a1bd-7ec7e3559253,2018-02-08,200.0,Granicerului 26,Ionescu,income
1a5fa0be-d79d-11ec-a1bd-7ec7e3559253,2018-02-08,150.0,Tasaul trasare,Biziru,income
1a5fa0d2-d79d-11ec-a1bd-7ec7e3559253,2018-02-08,150.0,Selena trasare,Biziru,income
1a5fa0f0-d79d-11ec-a1bd-7ec7e3559253,2018-02-09,400.0,Horia,Biziru,income
1a5fa104-d79d-11ec-a1bd-7ec7e3559253,2018-02-10,200.0,Bloc V3,Ionescu,income
1a5fa122-d79d-11ec-a1bd-7ec7e3559253,2018-02-12,200.0,Ap Crisanei,Mami,income
1a5fa136-d79d-11ec-a1bd-7ec7e3559253,2018-02-15,150.0,"Agigea,Castanilor",Biziru,income
1a5fa14a-d79d-11ec-a1bd-7ec7e3559253,2018-02-15,150.0,Ap Eforie Nord,Biziru,income
1a5fa168-d79d-11ec-a1bd-7ec7e3559253,2018-02-19,200.0,"Spitalu Mic,masurat/trasat",Ionescu,income
1a5fa17c-d79d-11ec-a1bd-7ec7e3559253,2018-02-20,400.0,"Stoica,Mamaia Nord,apartament",Mami,income
1a5fa19a-d79d-11ec-a1bd-7ec7e3559253,2018-02-20,350.0,Avans Drumuri Navodari,Biziru,income
1a5fa1ae-d79d-11ec-a1bd-7ec7e3559253,2018-02-21,200.0,Odobescu/Bratianu 103,Ionescu,income
1a5fa1cc-d79d-11ec-a1bd-7ec7e3559253,2018-02-21,100.0,"Stoica,Mamaia Nord,apartament",Mami,income
1a5fa1e0-d79d-11ec-a1bd-7ec7e3559253,2018-03-09,1000.0,Drumuri Navodari completare bani,Biziru,income
1a5fa1f4-d79d-11ec-a1bd-7ec7e3559253,2018-03-09,200.0,Dobrogeanu Gherea,Ionescu,income
1a5fa212-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,200.0,Anton Pan 23,Ionescu,income
1a5fa226-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,1700.0,Drumuri Navodari lichidare,Biziru,income
1a5fa244-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,1300.0,Parc Navodari,Biziru,income
1a5fa258-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,200.0,Scafandrii releveu,Biziru,income
1a5fa276-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,250.0,Eforie releveu ,Biziru,income
1a5fa28a-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,250.0,Mamaia Nord PC,Biziru,income
1a5fa29e-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,100.0,Pionierului 10C,Biziru,income
1a5fa2bc-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,150.0,Damy PC,Biziru,income
1a5fa2d0-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,150.0,Mihai Eminescu 1,Biziru,income
1a5fa2ee-d79d-11ec-a1bd-7ec7e3559253,2018-03-13,230.0,"Nasip,Kogalniceanu",Mami,income
1a5fa302-d79d-11ec-a1bd-7ec7e3559253,2018-03-14,200.0,Teren 800mp Aurel Vlaicu,Ionescu,income
1a5fa316-d79d-11ec-a1bd-7ec7e3559253,2018-03-16,250.0,Tuzla Stefan Eoliene,Biziru,income
1a5fa334-d79d-11ec-a1bd-7ec7e3559253,2018-03-16,50.0,Compozitorilo remasurat,Biziru,income
1a5fa348-d79d-11ec-a1bd-7ec7e3559253,2018-03-16,400.0,Unitate Militara Mangalia,Ionescu,income
1a5fa366-d79d-11ec-a1bd-7ec7e3559253,2018-03-16,250.0,Hotel Intim,Ionescu,income
1a5fa37a-d79d-11ec-a1bd-7ec7e3559253,2018-03-16,200.0,Teren 5000mp Aurel Vlaicu,Ionescu,income
1a5fa398-d79d-11ec-a1bd-7ec7e3559253,2018-03-17,50.0,Ap Portitei,Mami,income
1a5fa3ac-d79d-11ec-a1bd-7ec7e3559253,2018-03-26,150.0,Onesti 26,Biziru,income
1a5fa3c0-d79d-11ec-a1bd-7ec7e3559253,2018-03-26,150.0,"Mugurului 11,Releveu",Biziru,income
1a5fa3de-d79d-11ec-a1bd-7ec7e3559253,2018-03-27,150.0,Nordului,Biziru,income
1a5fa3f2-d79d-11ec-a1bd-7ec7e3559253,2018-03-27,250.0,"Vasile Conta 8,t+r",Biziru,income
1a5fa410-d79d-11ec-a1bd-7ec7e3559253,2018-03-27,200.0,Constantin Bratescu 32,Coca,income
1a5fa424-d79d-11ec-a1bd-7ec7e3559253,2018-03-28,200.0,Constantin Bobescu 94-96,Ionescu,income
1a5fa442-d79d-11ec-a1bd-7ec7e3559253,2018-03-29,200.0,Calarasi 59,Ionescu,income
1a5fa456-d79d-11ec-a1bd-7ec7e3559253,2018-03-29,200.0,Daciei 73,Ionescu,income
1a5fa46a-d79d-11ec-a1bd-7ec7e3559253,2018-03-29,250.0,"Nucilor 59,teren+releveu",Biziru,income
1a5fa488-d79d-11ec-a1bd-7ec7e3559253,2018-03-30,300.0,"Tiab,Navodari",Biziru,income
1a5fa49c-d79d-11ec-a1bd-7ec7e3559253,2018-03-31,50.0,"Ap Zmeurei 6,Bloc V,Sc A,Ap 5",Mami,income
